"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
2331,847,3272,2135,2645,1926,18,174,3258,3064,223,2283,1913,649,2577,2091,1872,1339,3041,1944,1567,489,2574,1992,2976,3273,2352,3164,2979,2320,2798,1866,535,2065,3552,507
2870,1637,1777,531,2346,390,766,792,1161,3181,1552,3561,836,1020,1950,3492,429,1538,2621,999,470,1738,2275,3345,2597,1595,2588,3385,3310,484,300,955,1689,3128,3224,1955
3049,1028,2964,2769,2038,475,3426,3095,2231,909,3046,2341,1240,3497,2187,246,873,2163,1620,315,2088,135,54,920,2274,2689,65,1888,1585,2306,2620,2970,2612,2724,980,3253
1231,2755,1814,2487,3511,2272,1260,463,3241,2685,1707,3483,694,3018,410,3115,1927,1510,224,1822,219,1070,3416,2954,2676,1964,39,2641,138,1653,1206,3328,850,563,2752,2411
2413,3449,826,2908,105,3496,415,2181,2534,3531,1274,3287,1658,1164,131,2361,867,1177,1899,3412,1304,129,2384,1651,412,2172,2033,3433,236,3074,2836,15,2701,1298,547,1708
992,2535,2179,369,1134,1965,3137,430,292,720,1331,1471,170,1593,2747,1122,2874,2103,1572,2328,3577,2626,2442,1794,714,2742,954,1509,3127,3306,764,981,2219,1678,2223,2304
3359,299,428,1247,1933,440,1858,50,843,1565,705,2911,2142,707,2202,1579,3269,851,2335,2740,245,910,820,3431,1709,173,957,2650,1316,922,482,1054,945,2506,2269,2507
2026,441,3209,471,1327,3548,1484,818,1085,724,3044,2995,2537,1368,1047,1443,676,153,1744,1193,1370,1145,807,1941,3388,1850,2679,1494,891,1916,3207,58,2925,1785,3485,2385
3468,745,396,549,3521,3156,1920,641,1945,2168,1121,1178,1369,1336,2162,2450,258,295,1302,1983,1098,334,743,2800,284,582,2899,887,2736,696,2146,2093,2254,40,2229,2533
2692,1427,1989,956,568,474,1187,1060,3360,1610,136,3069,2730,1171,3026,1194,1152,2383,248,2282,1977,155,2148,722,1075,1080,305,1197,594,2568,3592,725,3549,3201,1007,2108
3490,1416,1429,3477,606,3362,2285,193,3545,1983,334,2076,3556,1280,1469,2991,2229,2146,9,641,2567,3546,1886,258,2636,3129,1369,2566,2606,887,1302,2082,3521,2662,919,3468
103,884,3584,639,3364,771,392,2278,3524,814,2126,3301,2079,2707,3097,2258,2236,2465,257,3114,624,1890,1442,3604,2962,1782,2854,423,1441,3135,3484,1292,3274,3442,2698,3257
3388,1785,1916,2995,3044,3548,1015,1370,891,2332,441,471,2961,485,2940,676,1443,148,3216,3290,1214,58,3529,2385,1085,723,3209,818,2026,3183,915,1850,3370,1941,2945,1327
2711,971,398,1399,790,1398,3559,835,840,1337,2081,2729,391,1569,1769,759,140,1975,3187,230,2876,516,256,3276,2714,2070,2029,1835,986,26,1788,2064,1111,1701,2217,1244
136,1075,53,2732,1194,725,2383,1989,530,1386,2023,722,474,3549,3399,663,1060,2184,3069,2568,732,1675,150,220,206,2692,1343,1948,2148,1632,1128,568,3464,1408,3026,2175
1244,2029,3390,1697,2864,2189,2239,1975,309,1868,3276,627,986,495,3608,1337,1581,2173,2265,2505,65,2729,838,2274,1398,2137,1569,3109,2406,2064,1835,3253,2970,790,3086,406
1080,3371,1457,2282,616,1539,1610,1007,3537,514,2625,3592,1152,1776,857,1903,2730,2133,568,1197,803,2824,1427,1056,94,3090,712,248,1480,348,3069,693,2234,1051,1787,1187
35,3344,3155,822,250,839,3270,1402,2813,939,1885,85,1753,2004,2297,2364,1403,435,2719,3478,1479,564,2323,1771,36,1765,500,715,3429,3189,3366,3117,2151,662,3136,3316
2042,566,102,2682,3198,1871,2665,1290,2951,2349,1255,2041,2601,2,1815,3083,1492,2632,686,1605,1621,433,1394,2317,2712,1415,2642,1713,3150,3192,2627,709,1066,2950,581,3338
866,935,1102,2191,3450,1170,1699,929,863,2731,2853,2209,3308,291,587,1034,3479,1490,2875,3132,2046,2147,1813,989,1498,1211,1786,1156,2438,809,1233,2289,3507,2155,1856,1245
2314,1009,1346,3350,333,3013,3402,2654,2997,599,1063,2246,3003,1397,704,3341,2337,3062,1360,3428,1284,1986,2546,2766,506,2741,2523,175,2895,244,2580,1491,1507,2476,3071,3558
3045,1902,1124,650,1715,2455,3117,326,3386,166,3542,1582,2719,3157,786,1008,3534,2933,1753,1479,564,2585,325,1518,2073,1524,3321,636,278,684,3270,3162,1016,1493,827,2214
1373,1468,555,1673,515,3205,1239,1315,1550,10,3227,1810,3575,2678,2928,2111,772,3101,862,1497,132,243,1183,2616,1127,2075,779,2801,1626,921,361,1251,3184,691,1959,1912
3028,353,2691,1686,1380,517,472,3417,1540,625,1935,2820,1831,2860,3215,1334,3506,2758,812,2839,2339,387,73,2977,2980,854,1838,3489,569,3363,2776,27,1596,1033,2321,1458
3204,3108,593,2207,2525,721,2110,3378,2639,1953,673,25,1561,1018,2699,2232,2203,3326,210,1355,1192,3438,2266,3424,276,2016,1367,3383,3349,3284,2733,2531,713,477,3096,1725
1008,786,325,650,1124,1518,2404,3162,3386,162,3542,2214,985,1902,2533,2073,278,2455,2815,3157,2228,3045,2736,1715,3311,636,2899,1524,3401,2933,2662,3117,295,1582,756,3540
2761,3600,2128,1677,455,1748,332,202,32,3574,1107,1180,2927,644,411,672,1003,375,2024,2486,521,1681,2912,685,1062,640,1803,2944,1359,3384,1942,757,3113,266,1436,811
1356,2750,2808,3236,3008,589,1702,473,2865,179,2579,2697,2118,1954,629,2659,1446,2628,2145,1159,1791,2688,3172,3461,2845,1774,1435,1960,1805,1646,1144,80,2491,419,2012,1583
2668,41,505,3250,324,436,2816,752,3098,3127,3141,3052,788,2223,954,3510,3291,233,1742,2243,2630,1728,2219,2874,1038,1331,2094,1823,2345,2494,3324,714,2747,546,372,2634
2179,720,3137,2328,764,3577,1134,2535,2206,618,2742,2442,146,2185,2103,2747,1588,3543,992,1965,1331,2890,1471,3596,656,2304,1779,2219,2910,402,369,643,3306,954,3528,2536
1105,2204,520,1395,1481,2737,2292,1071,2354,2867,95,998,1117,368,1073,3176,2261,3091,2872,2338,3208,1592,3491,2273,1979,2571,1472,1017,821,1224,561,1887,3473,2216,2572,883
3591,57,1289,761,2445,1424,685,1104,2432,3550,3057,2753,3113,2912,1313,2250,3535,2077,1003,2608,202,2116,1760,2513,100,3544,757,731,1218,1740,1803,2723,2375,2927,3413,1019
705,1270,851,2063,2269,1709,2869,14,1933,2650,870,2202,331,2911,1054,3190,428,3323,3225,1277,957,440,1870,267,1768,147,245,2868,1565,194,1146,3269,1482,1448,1405,1247
2283,1339,847,2331,3041,141,2979,1992,18,1866,2135,3272,2091,3552,794,2645,1926,2443,535,1872,1913,3368,3585,3258,3064,3164,846,223,1666,3273,3498,649,3179,2577,2429,507
244,1093,2476,3325,599,704,2640,3341,3037,2326,1986,3350,3558,1301,886,691,2314,3402,1611,3218,2766,2997,3093,779,2788,3428,161,1578,132,1009,1606,74,1223,1346,3003,2678
1176,991,1185,1002,272,524,115,3566,2612,2225,3151,2728,11,950,2427,2689,3254,1614,1058,1100,2186,578,468,2306,1324,3538,1544,2088,3497,1019,2218,3522,1604,2131,1740,909
1120,1126,3393,1253,1625,298,1522,3289,1288,283,260,358,1146,1025,2400,1917,2284,1350,1277,3225,287,3070,735,1267,2644,83,2965,3518,620,892,331,1153,3322,3415,585,675
2043,579,1463,1186,2652,3572,2482,2958,3380,3565,1261,2850,1767,2733,1237,2205,1894,2838,3383,2395,2266,2966,523,2061,3404,3284,669,2859,1566,3445,1417,2095,3326,1099,3024,1751
1954,2688,3172,629,3236,2750,1435,589,1805,2491,473,168,1159,2496,2295,1791,2808,1583,2628,1987,1446,2579,591,214,2277,1356,3008,2780,80,1144,1668,1702,342,3134,1774,1094
2218,3563,2122,264,1283,1804,1058,2186,290,3105,2937,3466,11,3475,1045,1914,2467,1155,115,3566,1100,578,2402,1040,2819,1332,1042,2374,2264,3302,1162,1176,3203,2938,1999,1391
3458,316,813,2446,3124,1141,3316,2634,417,3420,1320,3480,2066,631,3029,1771,1823,1745,3017,3429,1526,435,2494,488,233,2557,2094,842,3436,3478,3419,1174,3141,939,225,2664
2039,1269,1887,1592,1743,288,368,1309,1979,45,70,2273,2354,2166,3346,2867,1481,2261,576,2572,3430,2989,1848,1395,1472,1049,2737,1224,1140,787,95,171,1720,3091,19,3088
529,1293,2242,3196,1353,508,1842,313,2366,3602,2754,277,2356,3271,936,28,1198,2770,2424,583,628,2756,2877,1439,2746,393,108,1755,1717,3405,2382,3246,126,1930,2835,1504
1208,404,994,3578,3304,937,3444,2435,3389,2290,3009,2360,1770,3312,781,2461,2602,3147,2051,1968,3055,460,1426,1090,2417,2690,3338,1891,2627,1119,2998,3050,2519,2479,3192,2551
1800,1587,139,860,1230,2177,3202,1923,3587,1246,483,3175,68,465,3076,1972,2271,756,3167,394,3576,1863,1158,1909,443,106,827,1524,1520,3311,3375,2107,1242,3130,1268,2073
1342,69,695,363,1655,2477,3020,347,800,1128,603,207,1343,3116,654,1618,1077,2115,3514,1948,3399,1766,2113,2410,865,732,1936,2871,1200,3279,3206,2023,3525,1547,1548,2570
74,2318,2862,1191,1542,1843,3093,2788,1912,13,2713,1921,886,1626,3358,1272,1252,504,2326,779,605,2409,1986,3428,2139,2721,1847,2928,1183,1263,2781,2476,2299,2580,1550,3005
1147,3457,1608,1630,1754,626,635,2500,2987,2657,3148,55,127,1534,1638,537,1182,1114,1456,1078,2057,1752,602,1322,1475,1096,191,72,3568,784,2510,3351,3278,633,1377,1076
3357,632,2803,2158,3016,2501,3459,2725,1132,44,562,1209,98,900,2215,659,1928,3025,1657,2056,1203,965,2085,1450,1110,355,974,247,3061,898,1113,1660,481,2720,509,1622
1165,1853,2193,3281,1418,1311,1115,1711,1499,2675,2407,2478,623,2090,3152,1729,1564,2551,905,1061,2457,1997,901,2666,2438,1786,888,1119,24,2690,2802,596,1245,2155,3343,3147
719,1638,3376,1173,1752,3351,1549,2510,679,2987,1937,885,1630,2009,1078,2099,2386,3457,3106,633,1196,1344,3482,1754,127,113,2431,1475,1554,188,2347,2500,2893,1243,2735,2470
1422,2518,2014,1819,3513,710,3443,547,2434,2464,3032,3143,1464,1021,2172,2545,1698,2581,1756,912,2469,1577,1177,133,3433,412,2633,2604,2683,413,2022,2594,1667,1274,3267,1227
2229,334,1416,3477,606,2076,258,2636,1983,3490,1429,3556,887,641,151,2285,2567,3545,1178,3521,2228,2662,3362,3129,1369,9,2146,2736,2991,919,3468,1469,3156,985,1302,2082
1448,1919,2520,3323,2868,870,267,1807,1345,3190,3580,2269,1523,1405,268,3104,2650,1270,2483,706,957,62,3085,1768,2084,753,14,851,173,987,385,1219,3348,1784,2911,2063
3173,2040,1855,2160,3058,2065,12,1557,2976,1067,642,1944,1432,42,2320,897,2336,649,542,3536,1567,1459,2003,223,1706,3258,1413,454,1649,1669,2974,2645,1861,2353,2577,16
3437,1238,452,2100,2296,200,510,2005,2134,498,1746,993,1473,1795,1226,2647,345,522,3265,1918,1763,1278,2050,2613,1329,533,48,1050,2391,765,3107,2509,2425,2124,3077,2365
2889,2560,354,1598,1946,1836,1449,1291,2396,1704,3206,2552,3331,3066,2113,1517,2109,1618,3001,1312,865,787,3514,645,613,1688,603,19,584,3283,2708,3525,347,2989,2646,2115
1249,456,446,1282,2554,364,2795,948,2104,1150,665,34,3082,3333,2211,615,3320,1860,2370,1031,2030,2781,3460,2086,2822,1454,605,3123,3481,2884,3307,1195,2409,853,1089,3358
1624,2799,1514,2342,3407,2456,3379,968,2492,2943,2260,592,2672,3159,1612,2108,3502,3138,1864,2259,2751,2791,658,594,1217,1570,2300,1632,114,2148,458,1532,2255,2175,2201,3026
2296,993,522,1746,196,452,345,3437,533,765,1226,2100,2005,48,3077,1329,1238,498,2613,1473,2425,3107,510,3300,1407,1763,565,2134,2647,1996,461,2050,1074,1278,1795,1406
3089,2499,3242,3110,1325,1994,610,2521,2722,1955,1125,1401,2444,2629,75,3385,2140,540,3295,969,118,56,1378,484,1273,2449,128,999,1020,925,328,837,1759,3547,3181,2251
1003,2912,455,685,2927,2761,167,1180,3113,57,757,332,1748,1803,3550,3591,3600,2024,375,1289,172,2128,3384,1677,1740,3538,644,2608,2486,1104,1107,1313,2445,32,3609,1324
3000,1762,1580,2622,242,1963,281,1897,2047,3244,413,2188,2159,1594,2683,3267,1952,2553,225,1136,1536,488,1467,1227,938,1640,3143,2939,3099,2581,1615,234,1698,3051,2633,3017
2947,2917,2669,2881,809,1156,3484,3507,254,1494,1856,2209,3114,3485,2679,1241,1490,3479,2079,3604,257,511,1211,2925,3397,1813,1047,1170,3450,724,2278,1940,807,929,2853,1368
122,1684,3144,1420,1081,3248,953,681,1530,3421,46,3582,1202,1724,3131,678,2330,459,1250,2388,1154,124,698,1851,263,1004,647,893,314,1846,1112,366,120,1808,1148,3495
3464,663,220,530,1818,1537,1675,1437,2732,3549,2121,1321,2421,1386,1408,1075,1352,3153,1548,732,2568,2383,3423,53,155,490,2880,2119,2194,2902,1692,767,136,3399,789,2263
2871,2477,1077,2115,3279,1655,3525,1548,603,1128,1643,186,865,732,2846,1692,695,69,2113,3399,1312,1675,3501,1343,2421,1618,2787,864,1342,363,1386,2396,1703,3020,3423,347
2235,785,2892,2918,2990,2237,29,249,1528,2529,464,996,349,783,849,526,834,1453,3605,3434,2462,2894,3329,2377,2475,1635,3440,2021,3595,2373,3012,819,1956,1679,445,1781
2338,561,1852,2550,877,789,1117,3491,2102,2693,2194,490,1071,2872,667,1169,543,1352,1105,1073,2292,3473,637,1602,2902,622,1321,3423,1437,2671,2204,2015,3208,864,3191,1818
3349,1192,2531,25,1561,3424,2929,477,2525,1725,2203,2699,3034,1829,2639,1367,2016,2110,3365,2809,2887,1018,276,593,2941,3204,3438,3512,1865,1953,1285,721,3096,2452,3005,2207
1796,2856,3515,2302,3400,2502,930,2343,754,1341,1775,2698,255,2221,2481,1488,3135,2777,3119,2132,2610,2854,1546,700,2055,2433,1036,2258,1782,3219,1233,2048,2126,559,1326,3505
2367,607,1431,76,2885,2157,2540,1929,871,227,21,221,2362,3334,1461,2826,3374,742,3075,329,1347,1396,2986,2006,2837,3509,2129,2614,338,3493,125,1623,3530,963,1788,612
2702,1700,1069,1425,1265,552,1474,3557,920,2406,646,1308,1984,3109,2970,54,1631,2921,711,1571,3086,3590,246,627,2231,2173,2724,911,1359,2944,1875,2274,2187,266,495,811
1551,1144,1791,1094,1805,591,2759,519,629,2295,1446,2351,652,3172,419,473,1966,342,2584,2491,1358,1735,179,2780,1213,2750,1990,2863,2688,2381,598,406,516,2277,502,3236
2767,1172,1925,1430,1772,2739,630,2307,1882,964,2841,1434,776,312,2369,2408,1485,434,1801,2745,550,2440,2327,1531,3454,3228,2709,1168,2643,2359,1574,670,2660,2182,1854,2169
708,310,738,2067,2548,1859,3246,3355,1276,409,1371,2558,2756,2609,1648,876,1695,2858,3271,1439,1857,3027,2746,2348,3081,2920,557,3194,793,321,1088,2366,3455,2985,2674,802
2786,1137,1387,3327,91,2901,274,1832,2083,449,1333,3488,125,744,817,3197,3509,374,320,329,1694,1438,1947,2129,3374,1690,2559,221,3177,447,346,3298,3530,1929,2249,2044
1562,1157,297,496,1204,1981,253,1254,874,3317,2526,2293,2420,2812,1879,2596,1568,285,2387,2936,961,2165,668,1816,2497,927,1478,3462,1151,376,3211,3266,1037,2334,3139,3060
2685,3018,1206,286,3416,1664,1814,1510,2855,224,370,2130,2272,463,3369,3603,563,1362,144,3483,1231,1880,1653,360,2821,2687,2676,2418,2247,2199,1043,2755,1504,3115,2011,1826
530,206,1408,3549,2121,1537,2568,1818,663,1075,2880,3153,3464,767,2383,2732,1321,2119,1675,1197,3292,3069,1437,1386,136,155,1352,3243,2902,2263,2421,2824,474,53,2194,1314
3509,2157,742,3374,2129,2885,1929,125,21,3530,449,212,329,2837,2367,2901,76,374,777,2986,447,2362,2826,607,3327,1431,1333,1788,1694,2540,2786,871,3352,338,227,274
1878,3361,17,1236,3293,801,2308,1590,2394,3508,512,335,3180,2591,2178,1423,604,3498,680,3318,2532,2967,96,2238,1659,2878,1400,846,1496,1381,2934,1576,3585,702,73,2226
2577,649,1944,1926,1567,2645,2320,3064,2976,3258,141,2352,2065,3272,2135,454,2574,1913,2040,2331,642,847,3536,489,2495,1672,18,3173,1861,2798,174,3273,2336,3395,1872,195
463,3018,3369,1206,2676,2418,1814,3115,219,2855,2011,699,1231,2685,360,286,2752,687,144,2272,1707,2641,2821,3603,1780,2329,3474,3416,1664,2549,3511,2909,1510,2508,880,370
2159,281,842,234,3029,488,1952,3000,1536,3366,3420,417,2622,1897,3478,558,3017,3458,203,2004,2323,2188,1762,2939,1771,2446,2066,1227,316,2253,1963,939,1911,3419,2683,181
2426,2517,806,3305,2775,3347,2957,1287,2734,2827,2089,2210,2796,2528,289,1985,768,727,232,2811,928,1731,1470,528,2458,3142,741,1348,3022,2262,3601,388,1256,3470,8,308
1461,1431,607,3334,2614,2006,871,1623,2540,212,3493,612,1347,76,2367,3075,805,2368,1396,1310,2826,841,2362,2068,2157,2885,963,21,1929,338,2257,221,1922,1000,2986,742
2227,111,3036,580,2074,1589,3128,4,952,3330,37,1896,2949,2597,1512,2582,2952,674,2588,3567,429,1057,859,3499,52,1738,1029,90,1739,3087,1266,1064,792,3035,3191,3494
377,1991,2749,1109,3263,2463,352,2084,2969,924,86,997,1027,47,1784,317,1046,62,1330,682,2806,1676,1558,3104,2524,1345,3322,1219,389,858,987,3170,251,83,1405,1392
2986,1788,835,391,338,256,2837,2826,3187,2711,1769,1000,21,777,971,3559,1396,1111,742,3530,154,1399,76,871,2081,2070,963,3352,2876,405,2157,398,759,1347,447,1048
87,554,469,3467,2738,2992,382,1235,2694,2490,1892,1149,1761,3021,675,746,3078,2562,3337,2965,365,770,620,916,3519,3261,2849,1350,418,1267,926,3356,1502,283,2180,2651
3601,1470,1348,2528,1287,727,3427,3121,3305,289,2796,8,1736,388,2827,2426,2935,3142,1340,2503,1103,3126,3347,226,2734,3022,1731,1306,2152,2811,2686,2775,1828,740,308,16
2494,3141,3052,1823,2634,436,1141,2345,2094,324,3250,2066,3480,3510,3291,316,3419,169,3436,3124,752,546,372,2668,181,3410,417,3098,3017,505,1728,1745,41,3458,1038,2939
842,1536,2159,3366,558,225,2323,3478,1897,281,2253,3029,2004,3000,1911,1227,3420,488,939,2813,2622,1762,1765,1952,2683,1771,1354,2604,3458,417,203,250,1824,3017,1698,2446
2542,2275,2441,470,1616,1131,1552,2154,300,1689,1011,730,3492,1950,1323,1533,1867,949,390,484,2346,1949,3345,1636,1553,3295,621,1799,3181,1161,31,328,142,2722,3056,2696
259,3074,1708,2955,2534,1164,823,2333,1906,2361,2384,2413,3163,1298,1962,2310,2908,2181,3256,3606,1304,3588,378,3394,1899,3531,1411,1421,145,826,3161,2287,1658,491,1338,3449
3505,1036,828,462,2522,2695,2777,1442,1619,2055,3309,2149,1782,1775,3422,2810,1292,480,2698,3524,2502,2707,2512,1072,1417,1488,30,1844,3154,2048,2258,2966,2302,624,2710,967
2882,1634,60,2741,3071,121,2830,1737,3062,1284,3500,1275,1285,341,1063,2895,1839,2390,2887,67,3365,1212,2760,333,2246,1901,2580,879,130,3003,2523,3034,2706,1847,2448,1009
372,1728,1070,3328,296,1030,3291,3410,2243,694,2954,3051,2345,752,1260,1822,3099,979,3052,324,2487,3241,3419,2939,410,850,2553,788,938,3324,3511,2494,1964,2188,2668,2472
2619,906,1876,2978,571,2447,915,1584,1160,1507,1617,1441,3290,1248,2833,506,423,3442,2961,3216,58,940,2546,3257,2523,2337,1938,3551,3301,2465,1370,1830,67,2654,2236,2962
881,3528,402,437,574,664,3220,3222,2304,1588,2587,2353,661,656,2742,1790,513,1669,110,1340,3335,88,2686,2103,3306,2003,2206,1413,542,2328,3126,2380,2890,720,3391,897
2047,1963,1594,203,1580,3244,1136,1762,1467,2622,3267,2553,1615,3000,413,938,1640,2188,359,281,539,1897,2472,2683,439,1952,2581,3051,2633,3099,2036,2159,3143,979,2241,2939
3227,1127,3229,3238,2111,1251,3101,555,586,1705,466,2616,3205,3184,3230,1259,1315,476,1810,921,1382,2924,163,63,22,1373,3123,3460,1183,2299,515,1089,1663,3073,2928,1454
175,1093,2640,3558,599,3341,3325,704,1611,1301,2766,2314,2476,3037,3218,1606,3350,2997,2326,1986,691,2101,3402,1932,307,1360,1578,1223,161,1346,2037,886,132,1397,3280,1009
1565,2202,910,1054,1482,1758,1579,428,1870,1143,1709,380,1247,3564,705,2869,2506,1726,843,726,147,922,287,340,1933,1277,173,2063,3415,3359,851,331,1316,1696,440,1522
920,3046,2970,2038,2274,2231,2173,1069,475,54,2769,65,2406,1425,143,2187,1868,2163,1700,627,1028,909,213,2964,2189,2341,3608,646,3253,2724,3109,3049,2306,2864,552,1585
562,1390,509,898,659,2028,1052,3025,2213,467,1110,3357,481,570,3039,61,3016,2725,1450,1083,1,3517,1973,99,1657,44,1493,2843,189,2803,1644,2312,3321,98,301,2158
3592,1977,1187,1480,2730,3237,1427,3342,2133,1171,2282,2903,956,1051,1610,2428,1539,3201,3360,3090,150,2256,568,422,2625,305,1080,157,2305,2794,2692,3299,1152,2981,616,1500
3329,785,2377,2235,526,849,3012,1940,208,1528,464,1781,3397,2918,2894,2237,2829,3595,1241,2925,783,2892,1145,3440,511,2990,2475,1453,492,2471,254,29,1193,3554,996,872
2813,839,2004,158,939,822,3478,3344,2323,3155,2364,435,3366,35,1771,1885,1765,85,558,3270,842,1402,3420,2297,1911,1403,3189,662,3429,3316,234,1753,500,2446,1824,715
858,518,2590,1129,317,1676,66,924,479,1883,1834,86,389,116,1806,1573,3263,682,3040,2401,3447,611,47,1991,1601,1130,2749,2198,381,1784,1392,1971,229,987,1419,3516
1701,575,327,2876,2249,3352,759,3,2559,2611,447,3187,1835,3002,2044,1694,3559,777,2729,374,2265,3286,1399,1438,817,3530,2907,391,1788,3047,1333,986,2837,2355,346,2711
3317,874,2812,1879,2387,218,2293,1816,1157,297,961,927,3211,1562,496,285,3060,1204,3139,1981,3462,556,1254,2526,112,2936,3278,2504,2420,784,1568,1877,2596,2165,1096,3266
2925,2881,2669,3397,2679,1241,1494,1940,3012,204,1368,1856,2917,2377,724,511,1145,1156,526,2947,3485,3329,1047,2829,2894,809,1327,1813,1484,3479,3484,249,2026,872,1193,2209
930,1796,1233,3119,2132,2343,1498,3400,2856,2610,2147,2854,211,1034,3068,2221,3274,3135,3515,863,2853,989,2502,1341,2698,1211,2715,559,3097,2126,2302,1102,2258,2106,2433,3604
338,1000,1111,1769,230,835,1396,2986,2070,405,971,391,2826,963,1048,2081,1788,2711,871,21,1347,398,2837,1783,26,154,1922,3187,3559,2946,76,140,1310,1399,777,3232
2079,3485,392,3484,807,1890,2236,103,3114,2917,1047,1941,639,2278,1494,2947,3257,818,152,2669,204,3301,884,423,724,2026,58,3604,1443,3507,2679,771,809,1584,3097,471
334,641,3521,2229,1178,887,193,1983,3156,2736,3468,2636,3477,295,2076,1369,149,2228,1416,2285,606,1121,2146,2533,549,1920,2404,2567,2662,745,3490,2899,3556,1302,396,985
236,2310,2955,2333,1906,1708,3163,1962,3074,3394,1164,1421,3256,823,1411,1338,2534,2384,1661,1298,3161,3588,378,491,1374,2361,2960,3586,2413,2181,2919,3606,1899,3067,2032,2908
2284,892,2400,83,1253,1126,585,1288,2524,3322,3289,177,2644,2052,735,1046,1625,1120,2988,282,1219,997,3070,1025,3225,1146,298,2806,352,3393,1768,3453,283,2463,1522,2171
2996,3586,2960,450,1044,2344,2032,1654,3067,1421,947,2716,3112,1338,1411,438,403,2454,1138,322,1374,2059,491,3299,803,2310,693,84,1014,1906,503,3090,3394,1693,1962,3231
545,478,1915,1264,2783,134,81,1024,688,2459,2322,2267,2932,1184,830,2930,795,976,3102,567,265,1535,717,3111,2705,1764,1039,1384,1727,2677,1466,931,3470,336,2772,1414
698,120,2330,2156,681,2538,3248,1262,647,1508,728,1202,3582,2403,3226,1527,1684,1112,1846,1081,3527,799,205,2842,1530,1250,2859,3024,459,122,2031,1037,1566,1234,3144,2334
290,1914,180,2122,1804,2937,3563,1040,1045,1283,2819,1155,1162,2218,3105,2402,3466,1042,2412,1058,2186,3475,3023,3239,775,2467,3302,2938,2264,1391,3103,11,1332,2748,2192,2374
2322,1764,2932,976,478,567,2783,2772,81,2267,262,1727,1264,2288,1535,1905,134,3339,830,2677,545,3133,795,1915,2459,3398,2397,931,1687,1024,3053,1039,3470,688,741,2930
1359,1631,2509,3590,672,1681,1308,32,3557,3265,2050,3574,2944,1265,1473,1571,1677,521,2921,552,644,3600,510,1918,2005,2613,2128,2702,1984,411,811,3437,213,167,1942,1875
